customer_id,transaction_id,ship_to_address,ship_to_address_1,ship_to_city,ship_to_country,ship_to_customer_number,ship_to_email,ship_to_name,ship_to_phone,ship_to_state,ship_to_zip,first_time_customer,order_dollar_amount,num_items,age,web_order,total_transactions_to_date,hour_of_day
27213,17214,?,35819 North Norfolk Island Ln.,Vicksburg,USA,632816,Ishmael@lobortis.gov,Giselle *Burgess,563-107-2673,GA,59349,N,432.3,14,76.8,N,84,8
27214,17215,?,78880 South Cocos (Keeling) Islands Ave.,Baldwin Park,USA,787740,Zelda@Integer.com,Daphne *Jensen,691-006-0183,IN,68164,Y,819.2,6,59.9,Y,27,0
27215,17216,?,10157  Dover St.,Camden,USA,720626,Porter@tempor.gov,Shana *Avery,260-593-9430,RI,76529,Y,555.6,20,23.4,N,50,18
27216,17217,?,70470  Long Beach Ave.,Apple Valley,USA,896283,Bree@ut.net,Ethan *Marquez,850-851-4031,AZ,27891,Y,221.1,13,81.2,Y,95,15
27217,17218,?,71922  Gardena Ct.,South Bend,USA,421757,Bryar@iaculis.net,Lareina *Sharpe,380-562-9663,MO,62510,Y,90.2,12,51.5,Y,93,1
27218,17219,?,65057 West Jamestown Ct.,Miami Gardens,USA,456362,Helen@faucibus.com,Jena *Mccray,623-926-4049,HI,62501,N,162,9,38,Y,46,18
27219,17220,?,31924 South Brea Ave.,Covina,USA,905231,Kiayada@pellentesque.com,Brenna *Park,512-571-8325,AZ,10629,N,885.6,3,59.5,N,70,15
27220,17221,?,93479 North Burkina Faso Ave.,Akron,USA,21142,Jerome@varius.net,Zane *Stevens,541-959-6731,IL,29233,Y,692.6,15,20.9,Y,64,8
27221,17222,?,4212 North Botswana Ave.,San Gabriel,USA,984638,Mufutau@Fusce.gov,Aidan *Guzman,562-742-6449,RI,93772,N,701.6,19,40.9,N,23,0
27222,17223,?,53549 West British Indian Ocean Territory Ave.,Gaithersburg,USA,796297,Kylan@suscipit.com,Cynthia *Padilla,282-395-3387,WI,9905,Y,206.1,19,82.4,Y,98,1
27223,17224,?,87441 West Ames Ave.,Reedsport,USA,303539,Neil@Cras.edu,Oprah *Bean,364-022-0710,MT,44918,Y,811.5,14,49.3,Y,63,9
27224,17225,?,95433 East Uruguay St.,West Springfield,USA,110006,Aphrodite@enim.gov,Xandra *Steele,201-762-9817,DC,99715,N,331.7,9,46.2,Y,60,3
27225,17226,?,10803 East La Habra Heights Way,Las Vegas,USA,525356,Kermit@primis.org,Astra *Howe,874-766-9007,NV,89106,Y,811.6,5,15.2,Y,27,10
27226,17227,?,96642 South Belgium Ln.,Odessa,USA,720807,Mannix@Duis.com,Charlotte *Copeland,429-414-4077,AZ,37496,Y,285.8,16,94.2,Y,16,23
27227,17228,?,57874  Chad Ct.,Derby,USA,21202,Zeus@eros.org,Alfreda *Parker,372-790-3487,TX,76063,N,138.8,1,64.5,N,77,19
27228,17229,?,10266 West Zimbabwe Blvd.,Las Vegas,USA,756414,Ryder@consequat.edu,Simon *Villarreal,508-033-1732,NV,89102,Y,179.8,12,79.1,Y,48,0
27229,17230,?,33280 West Falkland Islands (Malvinas) Ct.,Winston-Salem,USA,833873,Ronan@venenatis.gov,Aimee *Estes,206-561-2520,MN,36838,Y,794,1,89.8,Y,82,16
27230,17231,?,13310 East Butte Ct.,Salem,USA,21211,Sebastian@mattis.gov,Amethyst *Weber,166-435-1125,AK,65474,Y,785.5,9,15.9,N,13,14
27231,17232,?,90455  Costa Rica Blvd.,Simi Valley,USA,264271,May@Morbi.net,Tamara *Brennan,176-784-1031,LA,65353,Y,773.6,4,22.3,N,23,1
27232,17233,?,11246 East Forrest City Ct.,Warwick,USA,283839,Reed@odio.us,Kennan *Steele,760-842-4878,TN,61616,N,256.8,3,98.4,Y,71,10
27233,17234,?,48273 East Cicero St.,Detroit,USA,936787,Hanna@vitae.gov,Jesse *Herman,726-491-7022,CA,23375,Y,707.3,4,56.9,Y,96,2
27234,17235,?,87055 East Gainesville Ln.,Minnetonka,USA,266501,Pamela@Curae.net,Amir *Wagner,017-747-9553,IL,39667,Y,309.1,1,94,N,12,9
27235,17236,?,95217 South Burlington Blvd.,Clairton,USA,540166,Christine@eros.gov,Adena *Middleton,085-634-0412,AL,77563,Y,203.6,2,78.6,Y,37,6
27236,17237,?,60406 North Norfolk Island Ln.,San Francisco,USA,343104,Chanda@eget.org,Shay *Palmer,719-981-6251,SC,23952,Y,355.3,20,64.6,N,46,8
27237,17238,?,59147 East Farmington Ave.,Costa Mesa,USA,281160,Gabriel@interdum.edu,Zelenia *Bowers,865-286-3302,VT,26113,N,401.5,16,41,N,32,9
27238,17239,?,88445 East Maldives Blvd.,Morgan City,USA,788787,Karleigh@senectus.us,Madison *Larson,938-387-3164,SC,146,Y,98.9,18,65.4,Y,3,10
27239,17240,?,18272 South Antarctica Ct.,Fort Worth,USA,591426,Bruno@dapibus.org,Winter *Hardin,108-243-8253,NM,84889,Y,230.1,16,46.7,N,69,13
27240,17241,?,68626 South Crown Point Ct.,Suffolk,USA,649247,Kathleen@et.gov,Cassady *Cline,624-572-8577,VA,95382,Y,84.4,4,69.6,N,85,1
27241,17242,?,37969 South Antigua and Barbuda Ct.,Shreveport,USA,280076,Merrill@inceptos.edu,Tara *Oneill,119-861-1890,WY,92157,Y,874.6,15,79.8,Y,58,0
27242,17243,?,12077 West Congo Ct.,New Kensington,USA,21264,Hadassah@sollicitudin.us,Judith *Rios,767-796-6597,ID,79997,N,704.4,1,70.6,Y,31,11
27243,17244,?,"71380 East Virgin Islands, British Ln.",Tonawanda,USA,741347,Kathleen@lobortis.net,Hilel *William,977-048-7924,ID,25949,Y,949.3,1,40.3,Y,100,21
27244,17245,?,25799  Hoover St.,Rock Springs,USA,453553,Palmer@cursus.com,Chancellor *Mckenzie,924-694-1076,MA,20439,Y,163.8,4,11.3,N,38,23
27245,17246,?,64059  Cocos (Keeling) Islands Way,City of Industry,USA,329762,Francis@est.us,Ulysses *Oconnor,348-430-5138,AZ,18037,Y,878.5,7,30.3,N,25,21
27246,17247,?,16941 East Baldwin Park St.,Walnut,USA,21294,Carolyn@morbi.org,Kelsey *Alford,956-486-7977,AL,86040,Y,901.2,12,90.1,N,95,20
27247,17248,?,80550 East Malta Ln.,Newburgh,USA,521203,Brenna@ipsum.org,Barry *Hess,088-471-0128,AL,70509,Y,983.4,3,42.5,N,76,15
27248,17249,?,45346 South Central African Republic Way,White Plains,USA,969239,Gillian@id.gov,Abbot *Ochoa,231-046-1482,DE,87988,N,967.4,13,93.7,N,65,23
27249,17250,?,41742  Mauritania St.,Williamsport,USA,495536,Jescie@ridiculus.gov,Winter *Morse,733-964-3786,MD,93152,Y,776.3,7,100.1,Y,66,8
27250,17251,?,49957 East Ephraim Ln.,Wisconsin Rapids,USA,598119,Blaze@neque.gov,Lisandra *Coffey,482-857-0218,NY,62464,N,860.3,11,107.2,Y,88,19
27251,17252,?,36559  Faroe Islands Ln.,Waukegan,USA,401153,Indigo@ut.edu,Ashton *Foreman,277-333-7745,IL,87481,Y,962.5,17,99.1,N,76,23
27252,17253,?,52383 North Latvia Ct.,Bismarck,USA,21309,Thomas@fermentum.edu,Cullen *Mueller,923-985-7958,MO,70935,N,317.8,20,51,Y,30,10
27253,17254,?,12141 West Fulton St.,Ashland,USA,211612,Edan@tincidunt.edu,Lara *Gardner,493-141-6775,NJ,50803,N,648,18,102.6,Y,27,11
27254,17255,?,52758 North French Southern Territories Blvd.,Roswell,USA,452326,Martin@diam.edu,Harlan *Dennis,343-437-6700,WY,12718,Y,566.7,14,94.6,Y,51,22
27255,17256,?,5372 West Samoa Ave.,Beverly,USA,21334,Leslie@taciti.gov,Halee *Kim,563-242-1007,MT,89480,Y,255.7,16,36.7,N,98,21
27256,17257,?,9992 North British Indian Ocean Territory Ln.,Allentown,USA,476098,Philip@iaculis.edu,Abigail *Soto,879-178-5733,OH,52343,N,529.6,16,97.7,N,21,10
27257,17258,?,62593 West Chile Way,New Haven,USA,974197,Jescie@tellus.gov,Henry *Larson,243-269-5998,CT,44985,N,647.3,5,38.6,N,14,9
27258,17259,?,59212  Ontario Ct.,Albuquerque,USA,11655,Winter@blandit.edu,Kimberly *Hatfield,396-830-0070,NH,47720,Y,488.3,19,27.4,Y,55,0
27259,17260,?,65858 North Jamaica St.,Lock Haven,USA,926865,Aimee@metus.edu,Salvador *Clayton,823-069-7547,NJ,4007,N,953,20,106.6,Y,75,3
27260,17261,?,14236 South Cayman Islands Way,Lafayette,USA,485403,Mariko@Vivamus.edu,Solomon *Weber,160-980-5220,GA,54106,Y,704,1,103.4,Y,96,0
27261,17262,?,51217  Swaziland Ave.,Columbus,USA,861838,Kermit@orci.us,Byron *Velez,997-480-9799,LA,24423,N,608,4,102,Y,68,1
27262,17263,?,15166 West Blacksburg Way,Williamsburg,USA,255362,Geoffrey@lacus.com,Chase *Floyd,642-223-0848,MD,81973,Y,495.2,15,19.5,N,11,2
27263,17264,?,50821 South Amesbury Ave.,Portland,USA,845953,Janna@non.com,Kenneth *Spencer,288-597-4695,WI,7210,Y,96.1,16,53.1,Y,10,15
27264,17265,?,97087 East Lynwood Way,Decatur,USA,508652,Hammett@Suspendisse.net,Ciara *Cooke,038-198-3734,ND,63613,Y,272.1,15,92.1,Y,50,23
27265,17266,?,47105  Spain St.,Council Bluffs,USA,685459,Madonna@fermentum.net,Kiara *Walton,689-589-7157,IN,21107,N,900.3,4,10.9,Y,73,8
27266,17267,?,58132 East Gibraltar Blvd.,Gloversville,USA,628412,Vielka@Integer.us,Quyn *Benton,953-407-5135,NC,29651,N,28.3,19,86.2,N,1,16
27267,17268,?,20500 South Gardner St.,Lafayette,USA,176632,Cynthia@parturient.gov,Clayton *Hensley,915-180-9648,NE,16069,N,160.4,12,106.9,N,46,3
27268,17269,?,21480 East Bradford Ave.,Miami Beach,USA,426695,Ava@tellus.net,Galvin *Carey,050-251-9235,KY,89351,Y,789.4,17,67.3,N,15,16
27269,17270,?,28965 East Alameda Ct.,Citrus Heights,USA,600360,Hammett@mus.com,Neville *Cruz,730-025-4560,NY,18132,Y,537.6,6,63.1,Y,76,23
27270,17271,?,85230  Augusta St.,Syracuse,USA,86854,Vernon@metus.com,Illana *Martinez,157-543-8344,NH,27515,N,518.6,10,31.5,Y,34,7
27271,17272,?,67230 North Timor-leste Ln.,Olean,USA,221010,Fredericka@pretium.net,Nathaniel *Miranda,976-819-0742,MN,6773,N,786.1,9,103.6,N,47,21
27272,17273,?,3702 South Burundi Ln.,Layton,USA,446007,Ori@Donec.gov,Rooney *Decker,281-286-0370,HI,8682,Y,979.5,6,61.5,N,76,5
27273,17274,?,7741  Kyrgyzstan Blvd.,Cape Girardeau,USA,30376,Octavia@odio.net,Guy *Craft,311-686-3075,OR,9597,Y,532.4,1,17.9,Y,39,7
27274,17275,?,16715 East East Hartford Blvd.,Altoona,USA,710210,Owen@taciti.edu,Tatum *Hood,057-749-1147,WA,91586,Y,55.8,4,60.2,Y,31,6
27275,17276,?,44319 South Cayman Islands St.,Manhattan,USA,147672,Hayes@augue.net,Rooney *Mcgee,046-578-8143,TX,78120,N,760,12,27.2,N,19,21
27276,17277,?,28715 South Central African Republic Ct.,Mount Pleasant,USA,160096,Callum@nonummy.gov,Ulysses *Blevins,871-007-7844,RI,26479,Y,27.9,7,10.9,N,16,23
27277,17278,?,92198 West Gambia Ave.,Bend,USA,195236,Desirae@consequat.gov,Tiger *Clarke,943-220-9988,UT,25922,Y,503.2,8,101.2,Y,19,19
27278,17279,?,76380 South Cape Verde Way,Calumet City,USA,550378,Kato@metus.edu,Thane *Mullen,277-336-0355,AK,73929,Y,307.2,10,14.9,N,34,18
27279,17280,?,87400 South Gatlinburg Blvd.,High Point,USA,599699,Shaine@quis.net,Thane *Valdez,082-595-6675,RI,75922,N,246.4,20,78.4,Y,44,3
27280,17281,?,15816 South Belarus Ct.,Evanston,USA,994515,Darrel@Mauris.edu,Keaton *Martinez,182-245-2370,WV,97496,N,126.2,6,55.3,N,91,23
27281,17282,?,46303  Nicaragua Ln.,Cumberland,USA,491075,Belle@ligula.com,Ciaran *Mullen,407-292-0199,MN,26499,N,531,9,36.9,N,65,3
27282,17283,?,34912 North Qatar Ln.,Champaign,USA,30454,Teagan@interdum.net,Raja *Frank,657-141-3454,IA,10668,N,687,1,38.6,N,32,1
27283,17284,?,39000 South China St.,Hattiesburg,USA,30455,Keiko@taciti.org,Rebekah *Clayton,492-757-6447,MO,32187,Y,269.2,15,68.4,Y,45,7
27284,17285,?,77468  Madagascar Blvd.,Hampton,USA,285502,Jessica@bibendum.net,Dalton *Workman,061-733-5640,WI,19872,Y,265.9,7,62.5,Y,18,0
27285,17286,?,62532 North Albania Ave.,Hattiesburg,USA,410511,Xena@dictum.com,Raphael *Saunders,996-852-8306,OR,86429,N,265.2,1,102.9,Y,48,9
27286,17287,?,26532  Finland St.,Kankakee,USA,375854,Gareth@per.org,Amaya *Walls,605-461-8956,VA,9941,N,775.2,15,61.4,N,26,23
27287,17288,?,8153 East Belarus Ave.,Champaign,USA,613616,Clementine@per.us,Zane *Williamson,185-983-7952,AK,91945,Y,442.8,2,36.9,Y,77,11
27288,17289,?,26539 West Azerbaijan Ave.,Tacoma,USA,907332,Jakeem@nonummy.org,Kamal *Booth,948-044-6565,WA,66860,Y,282.5,12,78.3,N,99,18
27289,17290,?,111  Netherlands Antilles Ct.,Salem,USA,30495,Abel@augue.net,Aladdin *Adams,739-408-5075,MI,73017,Y,280.6,11,11.8,N,7,11
27290,17291,?,80304 North Boston Blvd.,La Crosse,USA,131999,Forrest@fermentum.gov,Piper *Adkins,357-566-7377,ND,18107,N,986.3,20,13.4,Y,7,21
27291,17292,?,38317 East Uzbekistan Blvd.,Nampa,USA,586289,Penelope@nibh.gov,Burke *Solomon,060-619-4852,FL,28394,N,953.9,3,95.8,Y,37,6
27292,17293,?,78763 North Eritrea St.,Pueblo,USA,482693,Isadora@condimentum.org,Zephania *Poole,192-827-4466,SC,41700,Y,149.2,10,101,Y,66,5
27293,17294,?,30735  Trinidad and Tobago Blvd.,Georgetown,USA,947614,Jackson@malesuada.net,Athena *Melendez,627-289-7753,AL,17121,N,683.6,4,17,N,34,19
27294,17295,?,6237 East Enid St.,Aguadilla,USA,420816,Fitzgerald@imperdiet.net,Brittany *Compton,755-469-3030,ME,47733,N,488.2,6,61.3,Y,65,12
27295,17296,?,37682 North Cocos (Keeling) Islands Ct.,New Bedford,USA,927356,Elliott@non.net,Morgan *Brewer,890-345-3761,NM,7109,Y,792.6,13,98,Y,6,5
27296,17297,?,81263 North Bahrain Ct.,Hutchinson,USA,545096,Nicole@non.net,Justine *Richmond,137-830-2811,PA,79534,Y,521.1,9,81.2,Y,50,5
27297,17298,?,37532 North Hungary Blvd.,Brigham City,USA,250982,Rebekah@fames.org,Maggy *Ewing,906-173-4054,ID,51814,Y,968.6,10,43.6,N,64,11
27298,17299,?,92097  Mayotte St.,Pocatello,USA,366699,Hadley@sagittis.net,Keelie *Weber,155-790-3759,OK,4321,Y,371.4,12,70.7,Y,21,7
27299,17300,?,82715 North Glen Cove Ave.,Enid,USA,324125,Zoe@parturient.edu,Illana *York,436-882-5366,SC,7669,Y,234.3,20,29.9,N,10,8
27300,17301,?,18998 West Canada Way,Anderson,USA,30582,Nathaniel@iaculis.org,Camden *Mcneil,791-223-6003,IA,60098,N,528.9,13,46.7,N,77,11
27301,17302,?,97430  Venezuela Blvd.,Hampton,USA,600400,Sylvester@morbi.us,Jameson *Nelson,224-552-1811,NC,20687,N,124.7,16,44.7,Y,11,3
27302,17303,?,82135 South Green River Way,Norfolk,USA,30600,Wendy@blandit.us,Pandora *Rios,092-459-3851,NE,61419,N,68,19,93.7,N,85,0
27303,17304,?,92428 East Benin Ave.,Caguas,USA,507797,Ursula@Suspendisse.org,Iris *Chavez,949-734-6471,NM,72541,Y,570.9,9,31,Y,11,0
27304,17305,?,23871 North Pittsfield Ln.,Tamuning,USA,30627,Eugenia@vitae.edu,Marsden *Randall,419-030-9429,NY,88234,Y,823.1,6,51.6,Y,87,15
27305,17306,?,70918  Cocos (Keeling) Islands Ln.,Salisbury,USA,603074,Benjamin@commodo.net,Yoshi *Oneil,425-634-2892,WY,91979,N,991.7,6,81.8,N,16,19
27306,17307,?,12283 North Guánica Ct.,Rolling Hills Estates,USA,663997,Hector@nulla.us,Leigh *Nelson,140-048-4569,MA,31771,Y,20.4,19,80.5,N,38,8
27307,17308,?,87117 East Togo St.,Medford,USA,714524,Ryder@litora.us,Carly *Mueller,772-578-6710,MS,82818,Y,91.9,19,36.6,N,21,0
27308,17309,?,94131 North Cohoes Ln.,Shelton,USA,286292,Nero@auctor.us,Xyla *Burt,670-004-9760,AL,49756,Y,867.7,17,51.9,N,79,17
27309,17310,?,57811 South Croatia Blvd.,Gold Beach,USA,687055,Alma@ac.gov,Forrest *Garrison,888-909-5855,AZ,54695,N,867.2,5,30.9,N,19,8
27310,17311,?,73942 North Mission Viejo Way,Spokane,USA,556971,Kyra@urna.us,Theodore *Nichols,205-814-4993,KY,67838,Y,600.3,20,17.4,N,40,2
27311,17312,?,89872 East Christmas Island St.,Meridian,USA,820847,Jacob@est.com,Kadeem *Humphrey,829-410-1688,ME,51023,N,316.6,13,46.4,N,38,18
27312,17313,?,7187 South Niger St.,North Pole,USA,924498,Azalia@mi.com,Elizabeth *Lang,118-950-5164,IL,36158,Y,484.4,11,104.3,N,82,21
27313,17314,?,38315 South Saint Vincent and The Grenadines St.,Ruston,USA,822093,Aladdin@tellus.us,Melissa *Hatfield,835-625-8424,TN,28144,Y,362.2,6,13.9,N,67,13
27314,17315,?,74101  Edina Ct.,Tupelo,USA,30675,MacKenzie@lacinia.gov,Dorian *Gomez,814-991-2971,LA,84966,Y,277.6,8,88,N,63,9
27315,17316,?,7066 East Dearborn Way,Syracuse,USA,719528,Herman@ut.org,Benedict *Gutierrez,150-081-1882,ND,11984,N,474.9,3,18.1,N,13,5
27316,17317,?,"76820 North Iran, Islamic Republic of Way",Hartland,USA,857535,Hedda@ullamcorper.us,Indigo *Foley,004-934-1549,MD,35081,Y,646.2,12,91.5,Y,50,3
27317,17318,?,80740 South Myrtle Beach Blvd.,Quincy,USA,100940,Quyn@Ut.net,Tarik *Coleman,717-570-1716,OK,35904,N,508.4,5,54.1,Y,37,9
27318,17319,?,96060 East Farmer City Ln.,Torrington,USA,186902,Harding@ligula.com,Lunea *Wallace,584-431-3663,SC,47609,N,39.7,16,61.5,Y,47,4
27319,17320,?,38523  Botswana St.,Kearns,USA,963112,Lareina@laoreet.us,Dolan *Vega,766-949-9695,HI,70272,Y,239.1,14,85.9,Y,35,9
27320,17321,?,58478  Northern Mariana Islands Way,Albuquerque,USA,731302,Stacey@sollicitudin.edu,Quemby *Doyle,433-111-0367,ID,34193,Y,521.9,19,71.8,Y,80,14
27321,17322,?,49538 North Thailand Ln.,Phenix City,USA,30720,Keane@id.edu,Garrett *Booth,415-629-6336,AK,5659,Y,114,19,57.2,Y,87,5
27322,17323,?,10182 West Tajikistan Ct.,Calabasas,USA,252412,Alec@Etiam.com,Lacy *Bernard,297-775-3373,NV,35735,N,59.9,3,103.9,N,84,2
27323,17324,?,3934 South Holy See (Vatican City State) St.,Evanston,USA,807469,Myles@Maecenas.edu,Uta *Solomon,687-439-3425,NV,51476,Y,705.1,15,103.6,N,50,14
27324,17325,?,24172 East Layton Ave.,Elsmere,USA,751896,Ulric@elementum.edu,Ila *Pate,091-634-3605,MN,90717,Y,769.2,17,53.6,Y,60,21
27325,17326,?,34958 North Evansville Blvd.,Phoenix,USA,90743,Keelie@mi.net,Rahim *Duke,015-607-3750,SD,83101,Y,370.6,9,17.4,Y,33,20
27326,17327,?,39566 South Clairton Way,Chickasha,USA,514872,Joseph@fringilla.net,Deborah *Horne,522-111-8696,ME,63357,N,616.7,8,15.9,N,25,10
27327,17328,?,35190 South Cambodia Ct.,Billings,USA,690567,Elliott@venenatis.edu,Drew *Santos,370-216-5895,TX,99423,N,624,16,13.6,N,96,19
27328,17329,?,16988 South Poland Ct.,Cudahy,USA,844109,Ignatius@ad.net,Ahmed *Alexander,666-363-8404,MT,81745,N,79.7,9,95.4,N,36,18
27329,17330,?,22917 North Algeria Ln.,Forest Lake,USA,474035,Justina@lectus.net,Colorado *Ellison,782-987-5850,CO,3623,Y,709.3,8,48.4,N,49,8
27330,17331,?,65015 West Norfolk Island Ct.,Jamestown,USA,30772,Jayme@sed.org,Uriel *Sargent,949-962-9869,AZ,8672,N,262.9,20,94.8,N,11,9
27331,17332,?,8300 North Chicago Ln.,Fargo,USA,399415,Hiram@tempor.gov,Nora *Hood,261-268-9253,CA,39327,N,883.7,9,39.8,N,66,4
27332,17333,?,12007 East Biddeford Ave.,Daly City,USA,30780,Ethan@vehicula.net,Fulton *Christensen,592-276-2476,NV,13443,N,971.9,10,30.1,N,11,1
27333,17334,?,74924 West Equatorial Guinea Ave.,Columbia,USA,924560,Brenden@semper.net,Hall *Cantu,494-991-9550,IN,22253,Y,907.3,18,39.2,Y,96,3
27334,17335,?,74710 West China Ln.,Farmington,USA,30783,Zane@convallis.edu,Michael *Ochoa,247-201-2305,FL,23507,Y,243.9,4,22,Y,34,17
27335,17336,?,72924  Davis Way,Laconia,USA,30794,Gabriel@Etiam.gov,Kennan *Whitley,397-113-2929,WY,50501,Y,239.8,13,106.4,Y,99,21
27336,17337,?,87258 East Cook Islands Ln.,Hermosa Beach,USA,30800,Brenna@hymenaeos.edu,Aladdin *White,352-831-3545,WI,95591,Y,835.6,15,15.3,Y,61,19
27337,17338,?,63317  Costa Rica Blvd.,Shawnee,USA,141091,Tyrone@justo.edu,Noelle *Munoz,576-154-5453,DC,6786,N,444.3,5,35.1,Y,70,17
27338,17339,?,52489 East Christiansted Ln.,Scarborough,USA,215225,Marcia@Nam.com,Pamela *Hendricks,126-966-6895,CO,78735,N,167.4,19,74.6,N,16,9
27339,17340,?,55227  Antarctica Ave.,Oneonta,USA,30830,Cora@mauris.com,Isaiah *Gallegos,712-986-9625,NM,61797,N,297.9,5,81.3,Y,94,6
27340,17341,?,37514  Cocos (Keeling) Islands Ln.,Anaconda,USA,113986,Donovan@natoque.us,Uriel *Galloway,119-994-7363,IN,9517,N,225.9,20,107.4,N,80,15
27341,17342,?,75279 South Samoa Ct.,North Platte,USA,662607,Zoe@aliquet.edu,Oren *Rich,572-757-8436,ND,54638,N,109.2,1,43.6,N,83,3
27342,17343,?,54284 East Cayman Islands Blvd.,Lansing,USA,590935,Kibo@sagittis.net,Sade *Sharpe,252-212-1553,IN,4537,Y,921.9,15,63.4,N,18,13
27343,17344,?,92225 North Cayman Islands St.,Flint,USA,941058,Wanda@eu.net,Darrel *Atkinson,618-202-4692,VA,67986,N,744,19,44.6,N,48,5
27344,17345,?,33979  Boulder Junction St.,La Verne,USA,397589,Oscar@montes.org,Hedda *Harrison,247-128-3619,WA,95263,Y,406.9,1,61.7,N,56,11
27345,17346,?,42679 North Duncan Blvd.,Rancho Cordova,USA,30860,Diana@consectetuer.gov,Kaitlin *Bass,313-017-1453,ME,76785,N,856.1,20,65.5,Y,57,4
27346,17347,?,92898  Crown Point St.,Fullerton,USA,626528,Camilla@tristique.org,Kitra *Conner,543-821-7553,RI,90285,N,845.6,18,94.3,Y,74,1
27347,17348,?,52074  Greece Ave.,Ventura,USA,993483,Sandra@inceptos.edu,Scott *Stafford,504-555-8297,VA,38857,N,826.9,3,81.8,N,19,14
27348,17349,?,49712 East Costa Rica Ln.,Waterbury,USA,318768,Abdul@torquent.org,Ivan *Tate,682-345-1890,WV,25190,Y,145.9,4,56.9,Y,57,7
27349,17350,?,70890  Uruguay St.,Simi Valley,USA,107650,Gary@ullamcorper.gov,Stuart *Gentry,632-171-0120,OR,84084,Y,911,2,51,Y,57,7
27350,17351,?,32637 East Namibia Ct.,Jonesboro,USA,217415,Ryder@auctor.com,Madaline *Combs,457-240-6041,DC,73096,N,145.7,3,56.3,N,46,18
27351,17352,?,28458 North Lahaina St.,Orlando,USA,718305,Molly@rhoncus.com,Nash *Mcintyre,444-244-0072,GA,28560,N,89.1,7,102.6,N,14,5
27352,17353,?,52441 West Bahamas Ln.,Owensboro,USA,676769,Warren@taciti.net,Kane *Alexander,177-547-9833,VA,53336,N,757.1,14,45.1,Y,58,15
27353,17354,?,54408 South Kenya Way,Biloxi,USA,215243,Kitra@et.com,Norman *Harvey,038-755-0117,AK,96699,N,128.3,20,80.1,N,39,10
27354,17355,?,31550 West Burundi Ln.,Paramount,USA,202370,Sebastian@consectetuer.us,Ira *Hinton,431-895-9885,LA,24150,N,567.1,5,33.1,N,7,10
27355,17356,?,69887 North Algeria Ct.,Nacogdoches,USA,30922,Yuri@morbi.us,Macy *Christian,809-345-7878,WI,1521,N,348.5,15,84.2,N,8,22
27356,17357,?,61967 West British Indian Ocean Territory St.,International Falls,USA,30923,Judith@laoreet.net,Marah *Sharpe,729-457-7511,OR,86496,N,395.8,17,25.9,Y,84,11
27357,17358,?,66057 East Avalon Blvd.,Bentonville,USA,181903,Tanya@sodales.net,Astra *Johnston,770-833-7118,MT,11693,Y,597,17,69,Y,28,9
27358,17359,?,"33040 South Palestinian Territory, Occupied Blvd.",New Brunswick,USA,30930,Virginia@consequat.org,Kelsie *Lancaster,625-767-4789,OR,24958,N,311.3,1,40.4,Y,49,16
27359,17360,?,41033 South Saint Kitts and Nevis St.,Stafford,USA,211660,Micah@suscipit.com,Linda *Ashley,473-268-6141,OH,89976,Y,929.4,18,39.6,Y,76,20
27360,17361,?,86588 East Tunisia Ln.,Meridian,USA,320680,Sarah@blandit.edu,Deirdre *Bolton,871-752-4196,NE,49230,Y,601.9,15,46.9,Y,79,8
27361,17362,?,989 North Afghanistan Ct.,Blacksburg,USA,837693,Garth@urna.gov,Nigel *Fernandez,665-716-4828,ND,66519,Y,497.5,17,101.2,Y,16,2
27362,17363,?,11037 North Brazil Way,Greenville,USA,731655,Quintessa@mi.gov,Buffy *Mueller,117-524-6127,NM,26486,N,205.4,12,88.7,Y,18,8
27363,17364,?,53722 West Albania Blvd.,Sheboygan,USA,294540,Serena@cubilia.us,Julian *Coleman,013-997-1526,NJ,36101,Y,144.7,18,11.4,Y,59,3
27364,17365,?,27229 South Sri Lanka Way,Nanticoke,USA,600604,Deacon@per.org,Hall *Knowles,209-235-8521,KS,41127,N,94.6,4,27.9,N,1,1
27365,17366,?,83765 West Antarctica Ln.,Albany,USA,800902,Nola@litora.com,Isabelle *Snyder,412-673-0950,LA,64867,N,207.8,2,83,N,93,13
27366,17367,?,21407  Serbia and Montenegro Ln.,Thiensville,USA,141518,Beau@Suspendisse.net,Malik *Morgan,518-229-8831,KS,92708,N,121.2,18,69.4,Y,67,21
27367,17368,?,81486  Kenya Ct.,Bay St. Louis,USA,116023,Hayley@dignissim.us,Leonard *Burch,285-186-8980,MA,46399,Y,26.6,12,89.9,Y,57,15
27368,17369,?,80571  Switzerland Ave.,New Castle,USA,500365,Carter@vehicula.us,Grace *Bennett,531-574-5474,TN,62237,Y,815.5,14,10.5,N,44,17
27369,17370,?,44410 East India Blvd.,Yazoo City,USA,647612,Cecilia@mattis.us,Harding *Orr,490-210-8615,IL,46286,N,659.9,4,24.5,N,94,13
27370,17371,?,55438  Malaysia Ln.,Edmond,USA,460032,Micah@condimentum.gov,Julian *Trujillo,920-858-5413,NH,39983,N,644,8,68.2,Y,39,8
27371,17372,?,14637 East Papua New Guinea Ct.,Valparaiso,USA,252541,Erich@senectus.com,Alyssa *Merritt,602-437-0527,MA,63862,Y,308.7,7,56.9,N,37,3
27372,17373,?,24525 West Cambodia Blvd.,Bartlesville,USA,752295,Scarlet@arcu.org,Hector *Wong,459-436-6527,CO,76731,N,223.2,18,33.4,N,82,9
